date,stock,todayPosition
2022-03-14,NKE,116495.0
2022-03-14,NUE,105625.0
2022-03-15,GPC,117001.0
2022-03-15,NKE,121509.0
2022-03-15,NUE,108185.0
2022-03-15,EQT,-561987.0
2022-03-16,ALLE,124799.0
2022-03-16,GPC,114718.0
2022-03-16,NKE,119646.0
2022-03-16,NUE,105415.0
2022-03-16,EQT,0.0
2022-03-17,ALLE,0.0
2022-03-17,GPC,0.0
2022-03-17,NKE,114113.0
2022-03-17,NUE,105734.0
2022-03-18,ALLE,121282.0
2022-03-18,GPC,111564.0
2022-03-18,CMG,-9136.0
2022-03-18,NKE,112124.0
2022-03-18,NUE,105876.0
2022-03-18,EQT,-528122.0
2022-03-21,ALLE,0.0
2022-03-21,GPC,110742.0
2022-03-21,CMG,-8997.0
2022-03-21,NKE,108852.0
2022-03-21,NUE,104919.0
2022-03-21,EQT,0.0
2022-03-22,GPC,111364.0
2022-03-22,CMG,-9275.0
2022-03-22,NKE,109730.0
2022-03-22,NUE,100076.0
2022-03-23,GPC,111468.0
2022-03-23,CMG,-9167.0
2022-03-23,NKE,0.0
2022-03-23,NUE,99207.0
2022-03-24,GPC,112054.0
2022-03-24,CMG,-9266.0
2022-03-24,NUE,97090.0
2022-03-24,EQT,-497760.0
2022-03-25,ALLE,126883.0
2022-03-25,GPC,111529.0
2022-03-25,CMG,-9122.0
2022-03-25,NKE,-108159.0
2022-03-25,NUE,93055.0
2022-03-25,EQT,-464727.0
2022-03-28,ALLE,127211.0
2022-03-28,GPC,111139.0
2022-03-28,CMG,-9178.0
2022-03-28,NKE,-106849.0
2022-03-28,NUE,90634.0
2022-03-28,EQT,-416129.0
2022-03-29,ALLE,0.0
2022-03-29,GPC,111922.0
2022-03-29,HSY,66554.0
2022-03-29,CMG,-9069.0
2022-03-29,NKE,0.0
2022-03-29,NUE,92855.0
2022-03-29,EQT,-409332.0
2022-03-30,GPC,109654.0
2022-03-30,HSY,66526.0
2022-03-30,CMG,-8982.0
2022-03-30,NKE,-102671.0
2022-03-30,NUE,94922.0
2022-03-30,EQT,-420044.0
2022-03-31,ALLE,126032.0
2022-03-31,GPC,110889.0
2022-03-31,HSY,0.0
2022-03-31,CMG,-9075.0
2022-03-31,NKE,-103116.0
2022-03-31,NUE,95576.0
2022-03-31,EQT,-418077.0
2022-04-01,ALLE,130131.0
2022-04-01,GPC,113361.0
2022-04-01,CMG,-9029.0
2022-04-01,NKE,0.0
2022-04-01,NUE,96104.0
2022-04-01,EQT,-415161.0
2022-04-04,ALLE,128101.0
2022-04-04,GPC,113442.0
2022-04-04,CMG,-8961.0
2022-04-04,NUE,95711.0
2022-04-04,EQT,-396494.0
2022-04-05,ALLE,128354.0
2022-04-05,GPC,110503.0
2022-04-05,CMG,-8868.0
2022-04-05,NUE,95544.0
2022-04-05,EQT,-392896.0
2022-04-06,ALLE,129717.0
2022-04-06,GPC,112575.0
2022-04-06,HSY,65408.0
2022-04-06,CMG,-8902.0
2022-04-06,NUE,96007.0
2022-04-06,EQT,-394306.0
2022-04-07,ALLE,133549.0
2022-04-07,GPC,111949.0
2022-04-07,HSY,64423.0
2022-04-07,CMG,0.0
2022-04-07,NUE,97521.0
2022-04-07,EQT,-382789.0
2022-04-08,ALLE,131727.0
2022-04-08,GPC,110571.0
2022-04-08,HSY,64145.0
2022-04-08,NUE,94664.0
2022-04-08,EQT,-393112.0
2022-04-11,ALLE,133887.0
2022-04-11,GPC,108209.0
2022-04-11,HSY,63856.0
2022-04-11,CMG,9253.0
2022-04-11,NKE,111477.0
2022-04-11,NUE,94758.0
2022-04-11,EQT,-372897.0
2022-04-12,ALLE,134113.0
2022-04-12,GPC,0.0
2022-04-12,HSY,63796.0
2022-04-12,CMG,0.0
2022-04-12,NKE,114305.0
2022-04-12,NUE,93493.0
2022-04-12,EQT,-364710.0
2022-04-13,ALLE,-135025.0
2022-04-13,GPC,108480.0
2022-04-13,HSY,63206.0
2022-04-13,NKE,0.0
2022-04-13,NUE,90853.0
2022-04-13,EQT,-356252.0
2022-04-14,ALLE,-132042.0
2022-04-14,GPC,108621.0
2022-04-14,HSY,63329.0
2022-04-14,CMG,8985.0
2022-04-14,NKE,112054.0
2022-04-14,NUE,87519.0
2022-04-14,EQT,-341600.0
2022-04-18,ALLE,0.0
2022-04-18,GPC,109102.0
2022-04-18,HSY,63217.0
2022-04-18,CMG,8911.0
2022-04-18,NKE,0.0
2022-04-18,NUE,86413.0
2022-04-18,EQT,-337245.0
2022-04-19,GPC,108935.0
2022-04-19,HSY,63659.0
2022-04-19,CMG,8987.0
2022-04-19,NUE,83871.0
2022-04-19,EQT,-313971.0
2022-04-20,GPC,106754.0
2022-04-20,HSY,62939.0
2022-04-20,CMG,8754.0
2022-04-20,NKE,-104237.0
2022-04-20,NUE,83139.0
2022-04-20,EQT,-324896.0
2022-04-21,ALLE,-126882.0
2022-04-21,GPC,103768.0
2022-04-21,HSY,62199.0
2022-04-21,CMG,-8858.0
2022-04-21,NKE,-105142.0
2022-04-21,NUE,-84405.0
2022-04-21,EQT,-319948.0
2022-04-22,ALLE,0.0
2022-04-22,GPC,0.0
2022-04-22,HSY,62441.0
2022-04-22,CMG,0.0
2022-04-22,NKE,-105460.0
2022-04-22,NUE,-81358.0
2022-04-22,EQT,-339812.0
2022-04-25,HSY,63736.0
2022-04-25,CMG,9647.0
2022-04-25,NKE,-110681.0
2022-04-25,NUE,-88703.0
2022-04-25,EQT,-359479.0
2022-04-26,ALLE,124527.0
2022-04-26,GPC,106483.0
2022-04-26,HSY,0.0
2022-04-26,CMG,9424.0
2022-04-26,NKE,-111659.0
2022-04-26,NUE,0.0
2022-04-26,EQT,-359841.0
2022-04-27,ALLE,0.0
2022-04-27,GPC,106658.0
2022-04-27,CMG,9933.0
2022-04-27,NKE,-118533.0
2022-04-27,EQT,-366864.0
2022-04-28,GPC,106666.0
2022-04-28,CMG,0.0
2022-04-28,NKE,-117830.0
2022-04-28,EQT,-361023.0
2022-04-29,ALLE,-119846.0
2022-04-29,GPC,107259.0
2022-04-29,HSY,62663.0
2022-04-29,NKE,-112441.0
2022-04-29,EQT,-351951.0
2022-05-02,ALLE,-125050.0
2022-05-02,GPC,109848.0
2022-05-02,HSY,63276.0
2022-05-02,CMG,9815.0
2022-05-02,NKE,0.0
2022-05-02,EQT,-359389.0
2022-05-03,ALLE,0.0
2022-05-03,GPC,109478.0
2022-05-03,HSY,65673.0
2022-05-03,CMG,9777.0
2022-05-03,NUE,95245.0
2022-05-03,EQT,-362122.0
2022-05-04,GPC,108415.0
2022-05-04,HSY,64915.0
2022-05-04,CMG,9869.0
2022-05-04,NKE,116277.0
2022-05-04,NUE,93887.0
2022-05-04,EQT,-339650.0
2022-05-05,GPC,105680.0
2022-05-05,HSY,63400.0
2022-05-05,CMG,9959.0
2022-05-05,NKE,113325.0
2022-05-05,NUE,92447.0
2022-05-05,EQT,-332612.0
2022-05-06,GPC,109638.0
2022-05-06,HSY,63822.0
2022-05-06,CMG,10429.0
2022-05-06,NKE,120423.0
2022-05-06,NUE,101447.0
2022-05-06,EQT,-340785.0
2022-05-09,GPC,109227.0
2022-05-09,HSY,63198.0
2022-05-09,CMG,10547.0
2022-05-09,NKE,124777.0
2022-05-09,NUE,104619.0
2022-05-09,EQT,-348007.0
2022-05-10,GPC,108275.0
2022-05-10,HSY,64005.0
2022-05-10,CMG,11191.0
2022-05-10,NKE,128458.0
2022-05-10,NUE,109865.0
2022-05-10,EQT,-390854.0
2022-05-11,GPC,109093.0
2022-05-11,HSY,64019.0
2022-05-11,CMG,10814.0
2022-05-11,NKE,130476.0
2022-05-11,NUE,110289.0
2022-05-11,EQT,-390320.0
2022-05-12,ALLE,131545.0
2022-05-12,GPC,110520.0
2022-05-12,HSY,63597.0
2022-05-12,CMG,11146.0
2022-05-12,NKE,132374.0
2022-05-12,NUE,113406.0
2022-05-12,EQT,-377828.0
2022-05-13,ALLE,128492.0
2022-05-13,GPC,107655.0
2022-05-13,HSY,64197.0
2022-05-13,CMG,11151.0
2022-05-13,NKE,132398.0
2022-05-13,NUE,114616.0
2022-05-13,EQT,-378830.0
2022-05-16,ALLE,126669.0
2022-05-16,GPC,105993.0
2022-05-16,HSY,63237.0
2022-05-16,CMG,10837.0
2022-05-16,NKE,126412.0
2022-05-16,NUE,115403.0
2022-05-16,EQT,0.0
2022-05-17,ALLE,0.0
2022-05-17,GPC,104834.0
2022-05-17,HSY,62296.0
2022-05-17,CMG,0.0
2022-05-17,NKE,126872.0
2022-05-17,NUE,119297.0
2022-05-18,GPC,103814.0
2022-05-18,HSY,63377.0
2022-05-18,NKE,123259.0
2022-05-18,NUE,114222.0
2022-05-19,GPC,108654.0
2022-05-19,HSY,68784.0
2022-05-19,NKE,130619.0
2022-05-19,NUE,119867.0
2022-05-19,EQT,353258.0
2022-05-20,ALLE,131291.0
2022-05-20,GPC,108226.0
2022-05-20,HSY,69646.0
2022-05-20,NKE,134214.0
2022-05-20,NUE,118348.0
2022-05-20,EQT,352560.0
2022-05-23,ALLE,0.0
2022-05-23,GPC,111139.0
2022-05-23,HSY,69020.0
2022-05-23,NKE,132276.0
2022-05-23,NUE,119078.0
2022-05-23,EQT,349712.0
2022-05-24,ALLE,-131653.0
2022-05-24,GPC,110196.0
2022-05-24,HSY,68272.0
2022-05-24,NKE,131509.0
2022-05-24,NUE,113101.0
2022-05-24,EQT,0.0
2022-05-25,ALLE,-132262.0
2022-05-25,GPC,109110.0
2022-05-25,HSY,66928.0
2022-05-25,CMG,11279.0
2022-05-25,NKE,133151.0
2022-05-25,NUE,115004.0
2022-05-26,ALLE,-132152.0
2022-05-26,GPC,107275.0
2022-05-26,HSY,67568.0
2022-05-26,CMG,11085.0
2022-05-26,NKE,132031.0
2022-05-26,NUE,111035.0
2022-05-27,ALLE,-128955.0
2022-05-27,GPC,105012.0
2022-05-27,HSY,68177.0
2022-05-27,CMG,10654.0
2022-05-27,NKE,126490.0
2022-05-27,NUE,107355.0
2022-05-31,ALLE,0.0
2022-05-31,GPC,102643.0
2022-05-31,HSY,67193.0
2022-05-31,CMG,10187.0
2022-05-31,NKE,123164.0
2022-05-31,NUE,103716.0
2022-06-01,GPC,104482.0
2022-06-01,HSY,67478.0
2022-06-01,CMG,0.0
2022-06-01,NKE,120200.0
2022-06-01,NUE,107850.0
2022-06-01,EQT,299366.0
2022-06-02,GPC,105182.0
2022-06-02,HSY,68128.0
2022-06-02,NKE,120372.0
2022-06-02,NUE,109294.0
2022-06-02,EQT,286862.0
2022-06-03,GPC,104444.0
2022-06-03,HSY,68278.0
2022-06-03,NKE,115759.0
2022-06-03,NUE,108530.0
2022-06-03,EQT,292321.0
2022-06-06,GPC,105081.0
2022-06-06,HSY,68294.0
2022-06-06,CMG,10390.0
2022-06-06,NKE,-118112.0
2022-06-06,NUE,110992.0
2022-06-06,EQT,297682.0
2022-06-07,GPC,102290.0
2022-06-07,HSY,67574.0
2022-06-07,CMG,10377.0
2022-06-07,NKE,-118819.0
2022-06-07,NUE,110340.0
2022-06-07,EQT,291427.0
2022-06-08,GPC,101454.0
2022-06-08,HSY,67459.0
2022-06-08,CMG,10275.0
2022-06-08,NKE,-117413.0
2022-06-08,NUE,106786.0
2022-06-08,EQT,286977.0
2022-06-09,GPC,102436.0
2022-06-09,HSY,67850.0
2022-06-09,CMG,10403.0
2022-06-09,NKE,-116713.0
2022-06-09,NUE,110009.0
2022-06-09,EQT,291724.0
2022-06-10,ALLE,-131629.0
2022-06-10,GPC,102341.0
2022-06-10,HSY,68206.0
2022-06-10,CMG,10431.0
2022-06-10,NKE,-120452.0
2022-06-10,NUE,115525.0
2022-06-10,EQT,0.0
2022-06-13,ALLE,0.0
2022-06-13,GPC,0.0
2022-06-13,HSY,66960.0
2022-06-13,CMG,10847.0
2022-06-13,NKE,-124515.0
2022-06-13,NUE,118880.0
2022-06-14,ALLE,-138534.0
2022-06-14,GPC,-108545.0
2022-06-14,HSY,68008.0
2022-06-14,CMG,11590.0
2022-06-14,NKE,129353.0
2022-06-14,NUE,127245.0
2022-06-15,ALLE,0.0
2022-06-15,GPC,-107865.0
2022-06-15,HSY,69084.0
2022-06-15,CMG,11866.0
2022-06-15,NKE,129026.0
2022-06-15,NUE,125622.0
2022-06-15,EQT,-349882.0
2022-06-16,GPC,-107881.0
2022-06-16,HSY,69285.0
2022-06-16,CMG,11283.0
2022-06-16,NKE,125932.0
2022-06-16,NUE,0.0
2022-06-16,EQT,-346404.0
2022-06-17,ALLE,148239.0
2022-06-17,GPC,-111337.0
2022-06-17,HSY,70631.0
2022-06-17,CMG,11763.0
2022-06-17,NKE,133362.0
2022-06-17,EQT,-370192.0
2022-06-21,ALLE,149323.0
2022-06-21,GPC,-112291.0
2022-06-21,HSY,69339.0
2022-06-21,CMG,11469.0
2022-06-21,NKE,133089.0
2022-06-21,NUE,-125324.0
2022-06-21,EQT,0.0
2022-06-22,ALLE,150250.0
2022-06-22,GPC,-109209.0
2022-06-22,HSY,0.0
2022-06-22,CMG,11327.0
2022-06-22,NKE,131448.0
2022-06-22,NUE,0.0
2022-06-23,ALLE,149667.0
2022-06-23,GPC,-108537.0
2022-06-23,CMG,11393.0
2022-06-23,NKE,136159.0
2022-06-23,EQT,407233.0
2022-06-24,ALLE,147565.0
2022-06-24,GPC,-107177.0
2022-06-24,CMG,11079.0
2022-06-24,NKE,132276.0
2022-06-24,EQT,431072.0
2022-06-27,ALLE,143431.0
2022-06-27,GPC,-104465.0
2022-06-27,CMG,10750.0
2022-06-27,NKE,126524.0
2022-06-27,EQT,407117.0
2022-06-28,ALLE,143952.0
2022-06-28,GPC,-104168.0
2022-06-28,CMG,10728.0
2022-06-28,NKE,129283.0
2022-06-28,EQT,389788.0
2022-06-29,ALLE,145181.0
2022-06-29,GPC,-105468.0
2022-06-29,CMG,11084.0
2022-06-29,NKE,138994.0
2022-06-29,EQT,0.0
2022-06-30,ALLE,145195.0
2022-06-30,GPC,-107001.0
2022-06-30,CMG,11090.0
2022-06-30,NKE,138361.0
2022-07-01,ALLE,145922.0
2022-07-01,GPC,-107411.0
2022-07-01,CMG,10928.0
2022-07-01,NKE,139782.0
2022-07-05,ALLE,143417.0
2022-07-05,GPC,-107129.0
2022-07-05,CMG,10932.0
2022-07-05,NKE,141192.0
2022-07-06,ALLE,-142273.0
2022-07-06,GPC,0.0
2022-07-06,HSY,-65428.0
2022-07-06,CMG,10484.0
2022-07-06,NKE,136942.0
2022-07-07,ALLE,-141864.0
2022-07-07,HSY,-64746.0
2022-07-07,CMG,10643.0
2022-07-07,NKE,137060.0
2022-07-08,ALLE,-141428.0
2022-07-08,HSY,-64955.0
2022-07-08,CMG,10573.0
2022-07-08,NKE,132117.0
2022-07-11,ALLE,-144973.0
2022-07-11,GPC,-104168.0
2022-07-11,HSY,-64997.0
2022-07-11,CMG,10667.0
2022-07-11,NKE,132361.0
2022-07-11,NUE,-131049.0
2022-07-12,ALLE,0.0
2022-07-12,GPC,103814.0
2022-07-12,HSY,0.0
2022-07-12,CMG,11074.0
2022-07-12,NKE,135913.0
2022-07-12,NUE,-132483.0
2022-07-13,ALLE,147413.0
2022-07-13,GPC,104314.0
2022-07-13,CMG,11325.0
2022-07-13,NKE,137681.0
2022-07-13,NUE,-130857.0
2022-07-14,ALLE,149652.0
2022-07-14,GPC,0.0
2022-07-14,CMG,11200.0
2022-07-14,NKE,135913.0
2022-07-14,NUE,-130213.0
2022-07-15,ALLE,149433.0
2022-07-15,CMG,11286.0
2022-07-15,NKE,138401.0
2022-07-15,NUE,-131823.0
2022-07-18,ALLE,147261.0
2022-07-18,HSY,65894.0
2022-07-18,CMG,10990.0
2022-07-18,NKE,136445.0
2022-07-18,NUE,-129493.0
2022-07-19,ALLE,149355.0
2022-07-19,HSY,66427.0
2022-07-19,CMG,10830.0
2022-07-19,NKE,137442.0
2022-07-19,NUE,-124798.0
2022-07-19,EQT,-377330.0
2022-07-20,ALLE,142161.0
2022-07-20,HSY,66104.0
2022-07-20,CMG,10641.0
2022-07-20,NKE,130834.0
2022-07-20,NUE,-121860.0
2022-07-20,EQT,-364990.0
2022-07-21,ALLE,0.0
2022-07-21,HSY,66328.0
2022-07-21,CMG,10391.0
2022-07-21,NKE,128573.0
2022-07-21,NUE,-121322.0
2022-07-21,EQT,-346656.0
2022-07-22,ALLE,-138079.0
2022-07-22,HSY,66166.0
2022-07-22,CMG,10443.0
2022-07-22,NKE,127986.0
2022-07-22,NUE,-111155.0
2022-07-22,EQT,-336609.0
2022-07-25,ALLE,-138173.0
2022-07-25,GPC,-98869.0
2022-07-25,HSY,66163.0
2022-07-25,CMG,10603.0
2022-07-25,NKE,130918.0
2022-07-25,NUE,-119186.0
2022-07-25,EQT,-338283.0
2022-07-26,ALLE,-138682.0
2022-07-26,GPC,-98842.0
2022-07-26,HSY,65876.0
2022-07-26,CMG,10751.0
2022-07-26,NKE,130726.0
2022-07-26,NUE,-116866.0
2022-07-26,EQT,-317601.0
2022-07-27,ALLE,-139114.0
2022-07-27,GPC,-100089.0
2022-07-27,HSY,65528.0
2022-07-27,CMG,10852.0
2022-07-27,NKE,135796.0
2022-07-27,NUE,-115852.0
2022-07-27,EQT,-313489.0
2022-07-28,ALLE,-137112.0
2022-07-28,GPC,-97600.0
2022-07-28,HSY,65462.0
2022-07-28,CMG,9461.0
2022-07-28,NKE,132447.0
2022-07-28,NUE,-112194.0
2022-07-28,EQT,-314386.0
2022-07-29,ALLE,-136954.0
2022-07-29,GPC,-95486.0
2022-07-29,HSY,0.0
2022-07-29,CMG,9284.0
2022-07-29,NKE,127290.0
2022-07-29,NUE,-109553.0
2022-07-29,EQT,-334168.0
2022-08-01,ALLE,-135153.0
2022-08-01,GPC,0.0
2022-08-01,CMG,9133.0
2022-08-01,NKE,124311.0
2022-08-01,NUE,0.0
2022-08-01,EQT,-324454.0
2022-08-02,ALLE,-135576.0
2022-08-02,HSY,-62171.0
2022-08-02,CMG,9173.0
2022-08-02,NKE,124985.0
2022-08-02,EQT,-337643.0
2022-08-03,ALLE,0.0
2022-08-03,HSY,-62339.0
2022-08-03,CMG,9218.0
2022-08-03,NKE,127814.0
2022-08-03,EQT,-341110.0
2022-08-04,ALLE,-137986.0
2022-08-04,HSY,-62623.0
2022-08-04,CMG,9013.0
2022-08-04,NKE,125007.0
2022-08-04,EQT,-333856.0
2022-08-05,ALLE,-138373.0
2022-08-05,HSY,0.0
2022-08-05,CMG,9017.0
2022-08-05,NKE,124788.0
2022-08-05,EQT,-346320.0
2022-08-08,ALLE,-139754.0
2022-08-08,GPC,-94619.0
2022-08-08,HSY,62903.0
2022-08-08,CMG,8925.0
2022-08-08,NKE,125457.0
2022-08-08,EQT,-337883.0
2022-08-09,ALLE,-138871.0
2022-08-09,GPC,-94046.0
2022-08-09,HSY,0.0
2022-08-09,CMG,8809.0
2022-08-09,NKE,125314.0
2022-08-09,NUE,104619.0
2022-08-09,EQT,-345566.0
2022-08-10,ALLE,-144096.0
2022-08-10,GPC,-93941.0
2022-08-10,CMG,8716.0
2022-08-10,NKE,129741.0
2022-08-10,NUE,103079.0
2022-08-10,EQT,-332922.0
2022-08-11,ALLE,-140234.0
2022-08-11,GPC,-92189.0
2022-08-11,CMG,8615.0
2022-08-11,NKE,126266.0
2022-08-11,NUE,100967.0
2022-08-11,EQT,-328331.0
2022-08-12,ALLE,-138925.0
2022-08-12,GPC,0.0
2022-08-12,CMG,8759.0
2022-08-12,NKE,125204.0
2022-08-12,NUE,100675.0
2022-08-12,EQT,-311915.0
2022-08-15,ALLE,-134251.0
2022-08-15,CMG,8587.0
2022-08-15,NKE,123079.0
2022-08-15,NUE,99978.0
2022-08-15,EQT,-309281.0
2022-08-16,ALLE,-133262.0
2022-08-16,CMG,8443.0
2022-08-16,NKE,122814.0
2022-08-16,NUE,100696.0
2022-08-16,EQT,-315706.0
2022-08-17,ALLE,-131714.0
2022-08-17,CMG,8332.0
2022-08-17,NKE,121004.0
2022-08-17,NUE,100146.0
2022-08-17,EQT,-302727.0
2022-08-18,ALLE,0.0
2022-08-18,CMG,8377.0
2022-08-18,NKE,122059.0
2022-08-18,NUE,101700.0
2022-08-18,EQT,-303241.0
2022-08-19,ALLE,130930.0
2022-08-19,CMG,8351.0
2022-08-19,NKE,123143.0
2022-08-19,NUE,100223.0
2022-08-19,EQT,-296138.0
2022-08-22,ALLE,134202.0
2022-08-22,CMG,8543.0
2022-08-22,NKE,126244.0
2022-08-22,NUE,103393.0
2022-08-22,EQT,-299490.0
2022-08-23,ALLE,-138507.0
2022-08-23,HSY,-61730.0
2022-08-23,CMG,8714.0
2022-08-23,NKE,129470.0
2022-08-23,NUE,105500.0
2022-08-23,EQT,-290832.0
2022-08-24,ALLE,-140165.0
2022-08-24,GPC,-90564.0
2022-08-24,HSY,-61428.0
2022-08-24,CMG,8764.0
2022-08-24,NKE,129073.0
2022-08-24,NUE,103927.0
2022-08-24,EQT,-298614.0
2022-08-25,ALLE,-140234.0
2022-08-25,GPC,-90835.0
2022-08-25,HSY,-61212.0
2022-08-25,CMG,8695.0
2022-08-25,NKE,128227.0
2022-08-25,NUE,103423.0
2022-08-25,EQT,-287496.0
2022-08-26,ALLE,-138266.0
2022-08-26,GPC,-89442.0
2022-08-26,HSY,-61217.0
2022-08-26,CMG,8590.0
2022-08-26,NKE,126177.0
2022-08-26,NUE,99062.0
2022-08-26,EQT,-288716.0
2022-08-29,ALLE,-146280.0
2022-08-29,GPC,-91329.0
2022-08-29,HSY,-62473.0
2022-08-29,CMG,8776.0
2022-08-29,NKE,131934.0
2022-08-29,NUE,101671.0
2022-08-29,EQT,-287612.0
2022-08-30,ALLE,147702.0
2022-08-30,GPC,-90904.0
2022-08-30,HSY,-62686.0
2022-08-30,CMG,8716.0
2022-08-30,NKE,132423.0
2022-08-30,NUE,102363.0
2022-08-30,EQT,-285657.0
2022-08-31,ALLE,147748.0
2022-08-31,GPC,-91451.0
2022-08-31,HSY,-63152.0
2022-08-31,CMG,8860.0
2022-08-31,NKE,132447.0
2022-08-31,NUE,105664.0
2022-08-31,EQT,-304794.0
2022-09-01,ALLE,150218.0
2022-09-01,GPC,-91569.0
2022-09-01,HSY,-63585.0
2022-09-01,CMG,8947.0
2022-09-01,NKE,134202.0
2022-09-01,NUE,107460.0
2022-09-01,EQT,-298864.0
2022-09-02,ALLE,149230.0
2022-09-02,GPC,-91119.0
2022-09-02,HSY,-62777.0
2022-09-02,CMG,8856.0
2022-09-02,NKE,134151.0
2022-09-02,NUE,109554.0
2022-09-02,EQT,-308480.0
2022-09-06,ALLE,150551.0
2022-09-06,GPC,-90847.0
2022-09-06,HSY,-63761.0
2022-09-06,CMG,8838.0
2022-09-06,NKE,135103.0
2022-09-06,NUE,109235.0
2022-09-06,EQT,-302151.0
2022-09-07,ALLE,150948.0
2022-09-07,GPC,-90766.0
2022-09-07,HSY,-64133.0
2022-09-07,CMG,8740.0
2022-09-07,NKE,135861.0
2022-09-07,NUE,106253.0
2022-09-07,EQT,-314455.0
2022-09-08,ALLE,145773.0
2022-09-08,GPC,-88210.0
2022-09-08,HSY,-62588.0
2022-09-08,CMG,8500.0
2022-09-08,NKE,131690.0
2022-09-08,NUE,105345.0
2022-09-08,EQT,-310559.0
2022-09-09,ALLE,145550.0
2022-09-09,GPC,-88216.0
2022-09-09,HSY,-63356.0
2022-09-09,CMG,8369.0
2022-09-09,NKE,131388.0
2022-09-09,NUE,102466.0
2022-09-09,EQT,-303306.0
2022-09-12,ALLE,143388.0
2022-09-12,GPC,-87750.0
2022-09-12,HSY,-63141.0
2022-09-12,CMG,8290.0
2022-09-12,NKE,128735.0
2022-09-12,NUE,0.0
2022-09-12,EQT,-295464.0
2022-09-13,ALLE,141150.0
2022-09-13,GPC,-87561.0
2022-09-13,HSY,-62882.0
2022-09-13,CMG,8173.0
2022-09-13,NKE,127120.0
2022-09-13,EQT,-284010.0
2022-09-14,ALLE,148981.0
2022-09-14,GPC,-90450.0
2022-09-14,HSY,-64090.0
2022-09-14,CMG,8399.0
2022-09-14,NKE,135128.0
2022-09-14,EQT,-298178.0
2022-09-15,ALLE,150139.0
2022-09-15,GPC,-91405.0
2022-09-15,HSY,-64422.0
2022-09-15,CMG,8299.0
2022-09-15,NKE,133512.0
2022-09-15,NUE,-118347.0
2022-09-15,EQT,-282326.0
2022-09-16,ALLE,153363.0
2022-09-16,GPC,-92518.0
2022-09-16,HSY,-65047.0
2022-09-16,CMG,8352.0
2022-09-16,NKE,135410.0
2022-09-16,NUE,-121819.0
2022-09-16,EQT,-297062.0
2022-09-19,ALLE,159279.0
2022-09-19,GPC,-92356.0
2022-09-19,HSY,-64967.0
2022-09-19,CMG,8436.0
2022-09-19,NKE,137205.0
2022-09-19,NUE,0.0
2022-09-19,EQT,-310154.0
2022-09-20,ALLE,154926.0
2022-09-20,GPC,-90113.0
2022-09-20,HSY,-64098.0
2022-09-20,CMG,8378.0
2022-09-20,NKE,133250.0
2022-09-20,NUE,-120229.0
2022-09-20,EQT,-301768.0
2022-09-21,ALLE,156814.0
2022-09-21,GPC,-90904.0
2022-09-21,HSY,-64214.0
2022-09-21,CMG,8406.0
2022-09-21,NKE,139482.0
2022-09-21,NUE,-125843.0
2022-09-21,EQT,-306823.0
2022-09-22,ALLE,156762.0
2022-09-22,GPC,-91810.0
2022-09-22,HSY,-63943.0
2022-09-22,CMG,8579.0
2022-09-22,NKE,143158.0
2022-09-22,NUE,-129282.0
2022-09-22,EQT,-314732.0
2022-09-23,ALLE,157627.0
2022-09-23,GPC,-92572.0
2022-09-23,HSY,-63345.0
2022-09-23,CMG,-8993.0
2022-09-23,NKE,144960.0
2022-09-23,NUE,-131242.0
2022-09-23,EQT,-320092.0
2022-09-26,ALLE,155213.0
2022-09-26,GPC,0.0
2022-09-26,HSY,0.0
2022-09-26,CMG,-9172.0
2022-09-26,NKE,147246.0
2022-09-26,NUE,-134936.0
2022-09-26,EQT,-346236.0
2022-09-27,ALLE,158396.0
2022-09-27,HSY,-63838.0
2022-09-27,CMG,-9324.0
2022-09-27,NKE,148717.0
2022-09-27,NUE,138174.0
2022-09-27,EQT,-362765.0
2022-09-28,ALLE,160532.0
2022-09-28,HSY,-64515.0
2022-09-28,CMG,0.0
2022-09-28,NKE,148362.0
2022-09-28,NUE,135680.0
2022-09-28,EQT,-363596.0
2022-09-29,ALLE,155618.0
2022-09-29,HSY,-63127.0
2022-09-29,NKE,144739.0
2022-09-29,NUE,133612.0
2022-09-29,EQT,-350054.0
2022-09-30,ALLE,160029.0
2022-09-30,GPC,-95428.0
2022-09-30,HSY,-63832.0
2022-09-30,NKE,149856.0
2022-09-30,NUE,135680.0
2022-09-30,EQT,-361389.0
2022-10-03,ALLE,159297.0
2022-10-03,GPC,0.0
2022-10-03,HSY,-64796.0
2022-10-03,NKE,171869.0
2022-10-03,NUE,133524.0
2022-10-03,EQT,-350569.0
2022-10-04,ALLE,154524.0
2022-10-04,HSY,-63616.0
2022-10-04,CMG,9495.0
2022-10-04,NKE,167281.0
2022-10-04,NUE,124952.0
2022-10-04,EQT,-342172.0
2022-10-05,ALLE,149058.0
2022-10-05,GPC,-91300.0
2022-10-05,HSY,-63303.0
2022-10-05,CMG,9300.0
2022-10-05,NKE,161166.0
2022-10-05,NUE,0.0
2022-10-05,EQT,-318096.0
2022-10-06,ALLE,148872.0
2022-10-06,GPC,-90697.0
2022-10-06,HSY,-63466.0
2022-10-06,CMG,-9399.0
2022-10-06,NKE,156814.0
2022-10-06,EQT,-315079.0
2022-10-07,ALLE,151316.0
2022-10-07,GPC,-91090.0
2022-10-07,HSY,-64743.0
2022-10-07,CMG,-9479.0
2022-10-07,NKE,158431.0
2022-10-07,EQT,-325118.0
