date,stock,todayPosition
2022-10-10,ALLE,154574.0
2022-10-10,GPC,-92842.0
2022-10-10,HSY,-64781.0
2022-10-10,CMG,-9660.0
2022-10-10,NKE,163903.0
2022-10-10,EQT,-330917.0
2022-10-11,ALLE,155635.0
2022-10-11,GPC,-92464.0
2022-10-11,HSY,-63903.0
2022-10-11,CMG,-9679.0
2022-10-11,NKE,164791.0
2022-10-11,EQT,-334012.0
2022-10-12,ALLE,155992.0
2022-10-12,GPC,-91119.0
2022-10-12,HSY,-63362.0
2022-10-12,CMG,0.0
2022-10-12,NKE,162357.0
2022-10-12,NUE,-120189.0
2022-10-12,EQT,-328030.0
2022-10-13,ALLE,157854.0
2022-10-13,GPC,-92213.0
2022-10-13,HSY,-63624.0
2022-10-13,NKE,161403.0
2022-10-13,NUE,-119736.0
2022-10-13,EQT,-328030.0
2022-10-14,ALLE,154943.0
2022-10-14,GPC,-91259.0
2022-10-14,HSY,-62711.0
2022-10-14,NKE,159510.0
2022-10-14,NUE,-115207.0
2022-10-14,EQT,-321967.0
2022-10-17,ALLE,158837.0
2022-10-17,GPC,-92470.0
2022-10-17,HSY,-64144.0
2022-10-17,CMG,9471.0
2022-10-17,NKE,163173.0
2022-10-17,NUE,-120341.0
2022-10-17,EQT,-347330.0
2022-10-18,ALLE,152740.0
2022-10-18,GPC,-90278.0
2022-10-18,HSY,-63289.0
2022-10-18,CMG,9265.0
2022-10-18,NKE,158784.0
2022-10-18,NUE,-117009.0
2022-10-18,EQT,-341681.0
2022-10-19,ALLE,150092.0
2022-10-19,GPC,-88935.0
2022-10-19,HSY,-62846.0
2022-10-19,CMG,9253.0
2022-10-19,NKE,159297.0
2022-10-19,NUE,-114781.0
2022-10-19,EQT,-341681.0
2022-10-20,ALLE,155095.0
2022-10-20,GPC,-89864.0
2022-10-20,HSY,-63138.0
2022-10-20,CMG,0.0
2022-10-20,NKE,161293.0
2022-10-20,NUE,-117201.0
2022-10-20,EQT,-338443.0
2022-10-21,ALLE,159084.0
2022-10-21,GPC,-90490.0
2022-10-21,HSY,-63565.0
2022-10-21,NKE,164526.0
2022-10-21,NUE,-114358.0
2022-10-21,EQT,-350655.0
2022-10-24,ALLE,153958.0
2022-10-24,GPC,-87993.0
2022-10-24,HSY,-62596.0
2022-10-24,CMG,9218.0
2022-10-24,NKE,161421.0
2022-10-24,NUE,-105382.0
2022-10-24,EQT,-377130.0
2022-10-25,ALLE,151396.0
2022-10-25,GPC,-83762.0
2022-10-25,HSY,0.0
2022-10-25,CMG,9242.0
2022-10-25,NKE,162320.0
2022-10-25,NUE,0.0
2022-10-25,EQT,-372703.0
2022-10-26,ALLE,146461.0
2022-10-26,GPC,-83225.0
2022-10-26,CMG,9019.0
2022-10-26,NKE,155754.0
2022-10-26,NUE,104650.0
2022-10-26,EQT,-360750.0
2022-10-27,ALLE,146777.0
2022-10-27,GPC,-83405.0
2022-10-27,CMG,9679.0
2022-10-27,NKE,154625.0
2022-10-27,NUE,104261.0
2022-10-27,EQT,-366206.0
2022-10-28,ALLE,138080.0
2022-10-28,GPC,0.0
2022-10-28,CMG,0.0
2022-10-28,NKE,157784.0
2022-10-28,NUE,-105429.0
2022-10-28,EQT,-365363.0
2022-10-31,ALLE,134530.0
2022-10-31,HSY,-59533.0
2022-10-31,NKE,152252.0
2022-10-31,NUE,-106609.0
2022-10-31,EQT,-369330.0
2022-11-01,ALLE,136354.0
2022-11-01,HSY,-59830.0
2022-11-01,NKE,154141.0
2022-11-01,NUE,-108735.0
2022-11-01,EQT,-341436.0
2022-11-02,ALLE,134063.0
2022-11-02,HSY,-60084.0
2022-11-02,NKE,152349.0
2022-11-02,NUE,-106213.0
2022-11-02,EQT,-350569.0
2022-11-03,ALLE,140043.0
2022-11-03,HSY,-60761.0
2022-11-03,CMG,10147.0
2022-11-03,NKE,158203.0
2022-11-03,NUE,-110982.0
2022-11-03,EQT,-352995.0
2022-11-04,ALLE,139591.0
2022-11-04,HSY,-61552.0
2022-11-04,CMG,10264.0
2022-11-04,NKE,158028.0
2022-11-04,NUE,0.0
2022-11-04,EQT,-363042.0
2022-11-07,ALLE,138535.0
2022-11-07,HSY,-62374.0
2022-11-07,CMG,10222.0
2022-11-07,NKE,149136.0
2022-11-07,EQT,-347753.0
2022-11-08,ALLE,133425.0
2022-11-08,HSY,-62301.0
2022-11-08,CMG,10231.0
2022-11-08,NKE,152887.0
2022-11-08,EQT,-323352.0
2022-11-09,ALLE,133787.0
2022-11-09,HSY,-61824.0
2022-11-09,CMG,10281.0
2022-11-09,NKE,152381.0
2022-11-09,EQT,-325118.0
2022-11-10,ALLE,0.0
2022-11-10,HSY,-61917.0
2022-11-10,CMG,10384.0
2022-11-10,NKE,155111.0
2022-11-10,EQT,-349797.0
2022-11-11,HSY,-63127.0
2022-11-11,CMG,0.0
2022-11-11,NKE,143590.0
2022-11-11,NUE,-102752.0
2022-11-11,EQT,-333000.0
2022-11-14,HSY,-65267.0
2022-11-14,NKE,134657.0
2022-11-14,NUE,-102952.0
2022-11-14,EQT,-335188.0
2022-11-15,GPC,79467.0
2022-11-15,HSY,0.0
2022-11-15,NKE,136850.0
2022-11-15,NUE,-100462.0
2022-11-15,EQT,-337165.0
2022-11-16,GPC,78740.0
2022-11-16,CMG,9378.0
2022-11-16,NKE,133875.0
2022-11-16,NUE,-99171.0
2022-11-16,EQT,-326456.0
2022-11-17,ALLE,-128642.0
2022-11-17,GPC,79410.0
2022-11-17,CMG,9359.0
2022-11-17,NKE,135758.0
2022-11-17,NUE,0.0
2022-11-17,EQT,-344317.0
2022-11-18,ALLE,-128967.0
2022-11-18,GPC,79631.0
2022-11-18,CMG,9564.0
2022-11-18,NKE,135590.0
2022-11-18,EQT,-342665.0
2022-11-21,ALLE,126468.0
2022-11-21,GPC,79067.0
2022-11-21,HSY,-63432.0
2022-11-21,CMG,9509.0
2022-11-21,NKE,135513.0
2022-11-21,EQT,-348177.0
2022-11-22,ALLE,0.0
2022-11-22,GPC,78369.0
2022-11-22,HSY,-61541.0
2022-11-22,CMG,9560.0
2022-11-22,NKE,137588.0
2022-11-22,EQT,-345649.0
2022-11-23,GPC,77644.0
2022-11-23,HSY,-61525.0
2022-11-23,CMG,9487.0
2022-11-23,NKE,134810.0
2022-11-23,EQT,-326306.0
2022-11-25,GPC,77674.0
2022-11-25,HSY,-61531.0
2022-11-25,CMG,9469.0
2022-11-25,NKE,133950.0
2022-11-25,EQT,-327954.0
2022-11-28,ALLE,-124962.0
2022-11-28,GPC,0.0
2022-11-28,HSY,-61112.0
2022-11-28,CMG,9429.0
2022-11-28,NKE,134822.0
2022-11-28,EQT,-331994.0
2022-11-29,ALLE,0.0
2022-11-29,GPC,-77966.0
2022-11-29,HSY,-61409.0
2022-11-29,CMG,9352.0
2022-11-29,NKE,136107.0
2022-11-29,EQT,-344068.0
2022-11-30,ALLE,-128967.0
2022-11-30,GPC,-79123.0
2022-11-30,HSY,-61979.0
2022-11-30,CMG,9201.0
2022-11-30,NKE,134454.0
2022-11-30,EQT,-334873.0
2022-12-01,ALLE,-125699.0
2022-12-01,GPC,-77923.0
2022-12-01,HSY,-60746.0
2022-12-01,CMG,8781.0
2022-12-01,NKE,130238.0
2022-12-01,EQT,-336847.0
2022-12-02,ALLE,-125247.0
2022-12-02,GPC,-77261.0
2022-12-02,HSY,0.0
2022-12-02,CMG,8787.0
2022-12-02,NKE,128573.0
2022-12-02,EQT,-344068.0
2022-12-05,ALLE,-124744.0
2022-12-05,GPC,-76279.0
2022-12-05,HSY,-60860.0
2022-12-05,CMG,8902.0
2022-12-05,NKE,0.0
2022-12-05,NUE,-92644.0
2022-12-05,EQT,-357768.0
2022-12-06,ALLE,-128676.0
2022-12-06,GPC,-77253.0
2022-12-06,HSY,-61246.0
2022-12-06,CMG,9096.0
2022-12-06,NUE,0.0
2022-12-06,EQT,-385371.0
2022-12-07,ALLE,-130857.0
2022-12-07,GPC,-78209.0
2022-12-07,HSY,-61428.0
2022-12-07,CMG,9471.0
2022-12-07,NKE,132361.0
2022-12-07,EQT,-387041.0
2022-12-08,ALLE,130882.0
2022-12-08,GPC,-78123.0
2022-12-08,HSY,0.0
2022-12-08,CMG,9465.0
2022-12-08,NKE,131873.0
2022-12-08,EQT,-388938.0
2022-12-09,ALLE,128863.0
2022-12-09,GPC,-76958.0
2022-12-09,HSY,-59200.0
2022-12-09,CMG,9331.0
2022-12-09,NKE,128285.0
2022-12-09,EQT,0.0
2022-12-12,ALLE,130906.0
2022-12-12,GPC,-78380.0
2022-12-12,HSY,-60335.0
2022-12-12,CMG,9360.0
2022-12-12,NKE,130559.0
2022-12-12,EQT,400497.0
2022-12-13,ALLE,129576.0
2022-12-13,GPC,-78484.0
2022-12-13,HSY,0.0
2022-12-13,CMG,9151.0
2022-12-13,NKE,127472.0
2022-12-13,EQT,0.0
2022-12-14,ALLE,127745.0
2022-12-14,GPC,-80234.0
2022-12-14,CMG,0.0
2022-12-14,NKE,126591.0
2022-12-14,EQT,-384955.0
2022-12-15,ALLE,130143.0
2022-12-15,GPC,-79772.0
2022-12-15,NKE,128181.0
2022-12-15,NUE,-96570.0
2022-12-15,EQT,0.0
2022-12-16,ALLE,135141.0
2022-12-16,GPC,-79915.0
2022-12-16,CMG,-9603.0
2022-12-16,NKE,131654.0
2022-12-16,NUE,-106530.0
2022-12-16,EQT,-373678.0
2022-12-19,ALLE,137548.0
2022-12-19,GPC,-80796.0
2022-12-19,CMG,-9770.0
2022-12-19,NKE,134835.0
2022-12-19,NUE,0.0
2022-12-19,EQT,-383612.0
2022-12-20,ALLE,136614.0
2022-12-20,GPC,0.0
2022-12-20,CMG,-10096.0
2022-12-20,NKE,138629.0
2022-12-20,NUE,-108422.0
2022-12-20,EQT,0.0
2022-12-21,ALLE,136732.0
2022-12-21,CMG,-10001.0
2022-12-21,NKE,138415.0
2022-12-21,NUE,-106633.0
2022-12-22,ALLE,133825.0
2022-12-22,CMG,-10023.0
2022-12-22,NKE,123387.0
2022-12-22,NUE,-103933.0
2022-12-23,ALLE,135822.0
2022-12-23,HSY,60809.0
2022-12-23,CMG,-10147.0
2022-12-23,NKE,122404.0
2022-12-23,NUE,0.0
2022-12-23,EQT,-408163.0
2022-12-27,ALLE,136016.0
2022-12-27,GPC,80907.0
2022-12-27,HSY,60564.0
2022-12-27,CMG,-10114.0
2022-12-27,NKE,122888.0
2022-12-27,EQT,-394524.0
2022-12-28,ALLE,134797.0
2022-12-28,GPC,80579.0
2022-12-28,HSY,60603.0
2022-12-28,CMG,10219.0
2022-12-28,NKE,121519.0
2022-12-28,NUE,-104626.0
2022-12-28,EQT,-393112.0
2022-12-29,ALLE,136942.0
2022-12-29,GPC,81545.0
2022-12-29,HSY,61347.0
2022-12-29,CMG,10365.0
2022-12-29,NKE,124246.0
2022-12-29,NUE,-106458.0
2022-12-29,EQT,0.0
2022-12-30,ALLE,133837.0
2022-12-30,GPC,81521.0
2022-12-30,HSY,61247.0
2022-12-30,CMG,10169.0
2022-12-30,NKE,121736.0
2022-12-30,NUE,106962.0
2023-01-03,ALLE,135719.0
2023-01-03,GPC,82334.0
2023-01-03,HSY,61691.0
2023-01-03,CMG,10297.0
2023-01-03,NKE,122090.0
2023-01-03,NUE,108382.0
2023-01-04,ALLE,132644.0
2023-01-04,GPC,84128.0
2023-01-04,HSY,62953.0
2023-01-04,CMG,10419.0
2023-01-04,NKE,120301.0
2023-01-04,NUE,109002.0
2023-01-04,EQT,448954.0
2023-01-05,ALLE,130774.0
2023-01-05,GPC,83086.0
2023-01-05,HSY,63985.0
2023-01-05,CMG,0.0
2023-01-05,NKE,117860.0
2023-01-05,NUE,104276.0
2023-01-05,EQT,0.0
2023-01-06,ALLE,132583.0
2023-01-06,GPC,84747.0
2023-01-06,HSY,64039.0
2023-01-06,CMG,10473.0
2023-01-06,NKE,-118435.0
2023-01-06,NUE,104238.0
2023-01-06,EQT,445316.0
2023-01-09,ALLE,128215.0
2023-01-09,GPC,83621.0
2023-01-09,HSY,63310.0
2023-01-09,CMG,10190.0
2023-01-09,NKE,-114717.0
2023-01-09,NUE,99255.0
2023-01-09,EQT,428486.0
2023-01-10,ALLE,127245.0
2023-01-10,GPC,83832.0
2023-01-10,HSY,63383.0
2023-01-10,CMG,9875.0
2023-01-10,NKE,-114423.0
2023-01-10,NUE,101267.0
2023-01-10,EQT,0.0
2023-01-11,ALLE,127506.0
2023-01-11,GPC,84158.0
2023-01-11,HSY,63555.0
2023-01-11,CMG,9843.0
2023-01-11,NKE,-113522.0
2023-01-11,NUE,0.0
2023-01-11,EQT,-419674.0
2023-01-12,ALLE,125193.0
2023-01-12,GPC,84451.0
2023-01-12,HSY,63047.0
2023-01-12,CMG,9658.0
2023-01-12,NKE,-111659.0
2023-01-12,EQT,0.0
2023-01-13,ALLE,0.0
2023-01-13,GPC,84556.0
2023-01-13,HSY,63722.0
2023-01-13,CMG,9446.0
2023-01-13,NKE,-111703.0
2023-01-13,EQT,-408630.0
2023-01-17,GPC,84252.0
2023-01-17,HSY,63041.0
2023-01-17,CMG,9371.0
2023-01-17,NKE,-110870.0
2023-01-17,NUE,-90668.0
2023-01-17,EQT,410392.0
2023-01-18,GPC,84762.0
2023-01-18,HSY,63167.0
2023-01-18,CMG,9208.0
2023-01-18,NKE,-111485.0
2023-01-18,NUE,-92088.0
2023-01-18,EQT,0.0
2023-01-19,ALLE,128747.0
2023-01-19,GPC,85955.0
2023-01-19,HSY,65903.0
2023-01-19,CMG,9448.0
2023-01-19,NKE,-112993.0
2023-01-19,NUE,-93769.0
2023-01-19,EQT,424539.0
2023-01-20,ALLE,131958.0
2023-01-20,GPC,88528.0
2023-01-20,HSY,66101.0
2023-01-20,CMG,9498.0
2023-01-20,NKE,-114717.0
2023-01-20,NUE,-94732.0
2023-01-20,EQT,421035.0
2023-01-23,ALLE,128354.0
2023-01-23,GPC,0.0
2023-01-23,HSY,66594.0
2023-01-23,CMG,9186.0
2023-01-23,NKE,-112823.0
2023-01-23,NUE,-93084.0
2023-01-23,EQT,0.0
2023-01-24,ALLE,127449.0
2023-01-24,HSY,65821.0
2023-01-24,CMG,8944.0
2023-01-24,NKE,-111354.0
2023-01-24,NUE,-92854.0
2023-01-24,EQT,-405383.0
2023-01-25,ALLE,125988.0
2023-01-25,HSY,64850.0
2023-01-25,CMG,8957.0
2023-01-25,NKE,-112636.0
2023-01-25,NUE,-92746.0
2023-01-25,EQT,-417588.0
2023-01-26,ALLE,126032.0
2023-01-26,GPC,85816.0
2023-01-26,HSY,64645.0
2023-01-26,CMG,9135.0
2023-01-26,NKE,-112645.0
2023-01-26,NUE,-91183.0
2023-01-26,EQT,-430033.0
2023-01-27,ALLE,126144.0
2023-01-27,GPC,85040.0
2023-01-27,HSY,64933.0
2023-01-27,CMG,8894.0
2023-01-27,NKE,-112018.0
2023-01-27,NUE,-84122.0
2023-01-27,EQT,-431592.0
2023-01-30,ALLE,125007.0
2023-01-30,GPC,0.0
2023-01-30,HSY,65304.0
2023-01-30,CMG,8853.0
2023-01-30,NKE,-112018.0
2023-01-30,NUE,-85609.0
2023-01-30,EQT,-433820.0
2023-01-31,ALLE,124821.0
2023-01-31,HSY,64007.0
2023-01-31,CMG,8874.0
2023-01-31,NKE,-113046.0
2023-01-31,NUE,-85867.0
2023-01-31,EQT,-444345.0
2023-02-01,ALLE,121529.0
2023-02-01,HSY,63606.0
2023-02-01,CMG,8678.0
2023-02-01,NKE,-112194.0
2023-02-01,NUE,-84520.0
2023-02-01,EQT,0.0
2023-02-02,ALLE,0.0
2023-02-02,GPC,-84746.0
2023-02-02,HSY,63408.0
2023-02-02,CMG,8645.0
2023-02-02,NKE,-110314.0
2023-02-02,NUE,-81641.0
2023-02-03,ALLE,117347.0
2023-02-03,GPC,-83664.0
2023-02-03,HSY,60941.0
2023-02-03,CMG,8455.0
2023-02-03,NKE,-110690.0
2023-02-03,NUE,-80856.0
2023-02-03,EQT,448672.0
2023-02-06,ALLE,116211.0
2023-02-06,GPC,-84887.0
2023-02-06,HSY,60461.0
2023-02-06,CMG,8439.0
2023-02-06,NKE,-111948.0
2023-02-06,NUE,-80879.0
2023-02-06,EQT,456997.0
2023-02-07,ALLE,118191.0
2023-02-07,GPC,-84440.0
2023-02-07,HSY,59393.0
2023-02-07,CMG,8402.0
2023-02-07,NKE,-113622.0
2023-02-07,NUE,-84097.0
2023-02-07,EQT,476509.0
2023-02-08,ALLE,118791.0
2023-02-08,GPC,-84545.0
2023-02-08,HSY,60250.0
2023-02-08,CMG,8292.0
2023-02-08,NKE,-113984.0
2023-02-08,NUE,-85451.0
2023-02-08,EQT,465940.0
2023-02-09,ALLE,118899.0
2023-02-09,GPC,-84301.0
2023-02-09,HSY,60832.0
2023-02-09,CMG,8725.0
2023-02-09,NKE,116230.0
2023-02-09,NUE,-85898.0
2023-02-09,EQT,479226.0
2023-02-10,ALLE,120474.0
2023-02-10,GPC,-84405.0
2023-02-10,HSY,60752.0
2023-02-10,CMG,8891.0
2023-02-10,NKE,116924.0
2023-02-10,NUE,-87326.0
2023-02-10,EQT,0.0
2023-02-13,ALLE,120984.0
2023-02-13,GPC,-82557.0
2023-02-13,HSY,59748.0
2023-02-13,CMG,9020.0
2023-02-13,NKE,116876.0
2023-02-13,NUE,-87049.0
2023-02-13,EQT,451081.0
2023-02-14,ALLE,119128.0
2023-02-14,GPC,-81265.0
2023-02-14,HSY,59547.0
2023-02-14,CMG,8850.0
2023-02-14,NKE,114149.0
2023-02-14,NUE,-85231.0
2023-02-14,EQT,462921.0
2023-02-15,ALLE,119187.0
2023-02-15,GPC,-80888.0
2023-02-15,HSY,59798.0
2023-02-15,CMG,8687.0
2023-02-15,NKE,-113199.0
2023-02-15,NUE,-83415.0
2023-02-15,EQT,459644.0
2023-02-16,ALLE,117501.0
2023-02-16,GPC,-79506.0
2023-02-16,HSY,0.0
2023-02-16,CMG,8624.0
2023-02-16,NKE,-112062.0
2023-02-16,NUE,-83994.0
2023-02-16,EQT,466549.0
2023-02-17,ALLE,120301.0
2023-02-17,GPC,-79741.0
2023-02-17,HSY,60734.0
2023-02-17,CMG,8812.0
2023-02-17,NKE,0.0
2023-02-17,NUE,-84122.0
2023-02-17,EQT,448813.0
2023-02-21,ALLE,120453.0
2023-02-21,GPC,-79303.0
2023-02-21,HSY,59354.0
2023-02-21,CMG,8832.0
2023-02-21,NKE,114433.0
2023-02-21,NUE,-84998.0
2023-02-21,EQT,0.0
2023-02-22,ALLE,124213.0
2023-02-22,GPC,-81941.0
2023-02-22,HSY,0.0
2023-02-22,CMG,9104.0
2023-02-22,NKE,117967.0
2023-02-22,NUE,-87353.0
2023-02-23,ALLE,126266.0
2023-02-23,GPC,-82144.0
2023-02-23,CMG,0.0
2023-02-23,NKE,119147.0
2023-02-23,NUE,-87390.0
2023-02-24,ALLE,125556.0
2023-02-24,GPC,-79471.0
2023-02-24,CMG,-9383.0
2023-02-24,NKE,119088.0
2023-02-24,NUE,-87486.0
2023-02-24,EQT,-439695.0
2023-02-27,ALLE,126412.0
2023-02-27,GPC,-79888.0
2023-02-27,CMG,-9673.0
2023-02-27,NKE,121025.0
2023-02-27,NUE,-87895.0
2023-02-27,EQT,-411336.0
2023-02-28,ALLE,126423.0
2023-02-28,GPC,-80103.0
2023-02-28,HSY,-59717.0
2023-02-28,CMG,-9557.0
2023-02-28,NKE,120525.0
2023-02-28,NUE,-86959.0
2023-02-28,EQT,-426057.0
2023-03-01,ALLE,126748.0
2023-03-01,GPC,-80774.0
2023-03-01,HSY,0.0
2023-03-01,CMG,-9580.0
2023-03-01,NKE,120261.0
2023-03-01,NUE,-85318.0
2023-03-01,EQT,-430551.0
2023-03-02,ALLE,127086.0
2023-03-02,GPC,-83880.0
2023-03-02,HSY,60367.0
2023-03-02,CMG,-9621.0
2023-03-02,NKE,120474.0
2023-03-02,NUE,0.0
2023-03-02,EQT,-429000.0
2023-03-03,ALLE,126973.0
2023-03-03,GPC,-83576.0
2023-03-03,HSY,59924.0
2023-03-03,CMG,-9553.0
2023-03-03,NKE,119466.0
2023-03-03,NUE,-81270.0
2023-03-03,EQT,0.0
2023-03-06,ALLE,124484.0
2023-03-06,GPC,-83153.0
2023-03-06,HSY,0.0
2023-03-06,CMG,-9460.0
2023-03-06,NKE,118123.0
2023-03-06,NUE,-80090.0
2023-03-07,ALLE,124843.0
2023-03-07,GPC,-82286.0
2023-03-07,HSY,-59553.0
2023-03-07,CMG,-9491.0
2023-03-07,NKE,118880.0
2023-03-07,NUE,-81381.0
2023-03-08,ALLE,125999.0
2023-03-08,GPC,-83920.0
2023-03-08,HSY,59936.0
2023-03-08,CMG,-9462.0
2023-03-08,NKE,119456.0
2023-03-08,NUE,0.0
2023-03-08,EQT,433558.0
2023-03-09,ALLE,124930.0
2023-03-09,GPC,-84671.0
2023-03-09,HSY,0.0
2023-03-09,CMG,-9318.0
2023-03-09,NKE,119187.0
2023-03-09,EQT,444208.0
2023-03-10,ALLE,128123.0
2023-03-10,GPC,-86475.0
2023-03-10,HSY,-59868.0
2023-03-10,CMG,-9210.0
2023-03-10,NKE,121199.0
2023-03-10,NUE,-85110.0
2023-03-10,EQT,455831.0
2023-03-13,ALLE,132903.0
2023-03-13,GPC,0.0
2023-03-13,HSY,-60089.0
2023-03-13,CMG,-9212.0
2023-03-13,NKE,121591.0
2023-03-13,NUE,0.0
2023-03-13,EQT,469771.0
2023-03-14,ALLE,134797.0
2023-03-14,HSY,-59382.0
2023-03-14,CMG,-9120.0
2023-03-14,NKE,122247.0
2023-03-14,NUE,91911.0
2023-03-14,EQT,471788.0
2023-03-15,ALLE,132743.0
2023-03-15,HSY,0.0
2023-03-15,CMG,-8980.0
2023-03-15,NKE,120049.0
2023-03-15,NUE,91435.0
2023-03-15,EQT,465485.0
2023-03-16,ALLE,137575.0
2023-03-16,GPC,-87572.0
2023-03-16,CMG,-8979.0
2023-03-16,NKE,120892.0
2023-03-16,NUE,0.0
2023-03-16,EQT,495516.0
2023-03-17,ALLE,134543.0
2023-03-17,GPC,-86758.0
2023-03-17,CMG,-8790.0
2023-03-17,NKE,118407.0
2023-03-17,EQT,474294.0
2023-03-20,ALLE,138267.0
2023-03-20,GPC,-88145.0
2023-03-20,CMG,-8879.0
2023-03-20,NKE,118662.0
2023-03-20,NUE,99124.0
2023-03-20,EQT,486405.0
2023-03-21,ALLE,135013.0
2023-03-21,GPC,-86711.0
2023-03-21,CMG,-8871.0
2023-03-21,NKE,117869.0
2023-03-21,NUE,96610.0
2023-03-21,EQT,473665.0
2023-03-22,ALLE,133612.0
2023-03-22,GPC,-86100.0
2023-03-22,CMG,-8775.0
2023-03-22,NKE,113731.0
2023-03-22,NUE,0.0
2023-03-22,EQT,460830.0
2023-03-23,ALLE,137548.0
2023-03-23,GPC,-87841.0
2023-03-23,HSY,58852.0
2023-03-23,CMG,-8804.0
2023-03-23,NKE,119546.0
2023-03-23,EQT,484098.0
2023-03-24,ALLE,139687.0
2023-03-24,GPC,-92590.0
2023-03-24,HSY,58553.0
2023-03-24,CMG,-8750.0
2023-03-24,NKE,118094.0
2023-03-24,EQT,483770.0
2023-03-27,ALLE,142006.0
2023-03-27,GPC,-91061.0
2023-03-27,HSY,0.0
2023-03-27,CMG,-8795.0
2023-03-27,NKE,118348.0
2023-03-27,EQT,467465.0
2023-03-28,ALLE,139509.0
2023-03-28,GPC,-89830.0
2023-03-28,CMG,-8669.0
2023-03-28,NKE,121261.0
2023-03-28,NUE,95685.0
2023-03-28,EQT,469308.0
2023-03-29,ALLE,137073.0
2023-03-29,GPC,-88544.0
2023-03-29,CMG,8643.0
2023-03-29,NKE,121199.0
2023-03-29,NUE,96369.0
2023-03-29,EQT,462321.0
2023-03-30,ALLE,135539.0
2023-03-30,GPC,-87890.0
2023-03-30,CMG,8623.0
2023-03-30,NKE,118564.0
2023-03-30,NUE,95289.0
2023-03-30,EQT,454236.0
2023-03-31,ALLE,0.0
2023-03-31,GPC,-86911.0
2023-03-31,HSY,56401.0
2023-03-31,CMG,8544.0
2023-03-31,NKE,118949.0
2023-03-31,NUE,94383.0
2023-03-31,EQT,456559.0
2023-04-03,GPC,-85384.0
2023-04-03,HSY,56153.0
2023-04-03,CMG,8363.0
2023-04-03,NKE,116485.0
2023-04-03,NUE,92483.0
2023-04-03,EQT,447688.0
2023-04-04,GPC,-84892.0
2023-04-04,HSY,55552.0
2023-04-04,CMG,8317.0
2023-04-04,NKE,117414.0
2023-04-04,NUE,92495.0
2023-04-04,EQT,449237.0
2023-04-05,ALLE,142901.0
2023-04-05,GPC,-86664.0
2023-04-05,HSY,55356.0
2023-04-05,CMG,8235.0
2023-04-05,NKE,115497.0
2023-04-05,NUE,99324.0
2023-04-05,EQT,439832.0
2023-04-06,ALLE,144024.0
2023-04-06,GPC,-88096.0
2023-04-06,HSY,0.0
2023-04-06,CMG,8417.0
2023-04-06,NKE,118162.0
2023-04-06,NUE,99573.0
2023-04-06,EQT,438213.0
2023-04-10,ALLE,143374.0
2023-04-10,GPC,-88031.0
2023-04-10,CMG,8478.0
2023-04-10,NKE,118830.0
2023-04-10,NUE,98164.0
2023-04-10,EQT,444761.0
2023-04-11,ALLE,142317.0
2023-04-11,GPC,-86695.0
2023-04-11,HSY,55211.0
2023-04-11,CMG,8446.0
2023-04-11,NKE,117183.0
2023-04-11,NUE,97288.0
2023-04-11,EQT,427845.0
2023-04-12,ALLE,0.0
2023-04-12,GPC,-86386.0
2023-04-12,HSY,55128.0
2023-04-12,CMG,8335.0
2023-04-12,NKE,115862.0
2023-04-12,NUE,96058.0
2023-04-12,EQT,427461.0
2023-04-13,GPC,-85738.0
2023-04-13,HSY,55241.0
2023-04-13,CMG,8425.0
2023-04-13,NKE,-115524.0
2023-04-13,NUE,96748.0
2023-04-13,EQT,437541.0
2023-04-14,GPC,-86986.0
2023-04-14,HSY,55371.0
2023-04-14,CMG,8316.0
2023-04-14,NKE,112994.0
2023-04-14,NUE,97295.0
2023-04-14,EQT,434613.0
2023-04-17,GPC,-86543.0
2023-04-17,HSY,55743.0
2023-04-17,CMG,8219.0
2023-04-17,NKE,-113423.0
2023-04-17,NUE,97721.0
2023-04-17,EQT,431072.0
2023-04-18,ALLE,136798.0
2023-04-18,GPC,-85903.0
2023-04-18,HSY,55151.0
2023-04-18,CMG,0.0
2023-04-18,NKE,-113207.0
2023-04-18,NUE,0.0
2023-04-18,EQT,435673.0
2023-04-19,ALLE,0.0
2023-04-19,GPC,-85815.0
2023-04-19,HSY,55030.0
2023-04-19,NKE,-113190.0
2023-04-19,NUE,94558.0
2023-04-19,EQT,428872.0
2023-04-20,GPC,-85800.0
2023-04-20,HSY,55522.0
2023-04-20,NKE,-113676.0
2023-04-20,NUE,96781.0
2023-04-20,EQT,430034.0
2023-04-21,ALLE,-137112.0
2023-04-21,GPC,-84721.0
2023-04-21,HSY,54857.0
2023-04-21,NKE,-114790.0
2023-04-21,NUE,91734.0
2023-04-21,EQT,436472.0
2023-04-24,ALLE,0.0
2023-04-24,GPC,-85789.0
2023-04-24,HSY,54767.0
2023-04-24,CMG,7937.0
2023-04-24,NKE,-113803.0
2023-04-24,NUE,93097.0
2023-04-24,EQT,438347.0
2023-04-25,GPC,-85440.0
2023-04-25,HSY,54735.0
2023-04-25,CMG,7950.0
2023-04-25,NKE,-112406.0
2023-04-25,NUE,92143.0
2023-04-25,EQT,436339.0
2023-04-26,GPC,-86506.0
2023-04-26,HSY,0.0
2023-04-26,CMG,8026.0
2023-04-26,NKE,-114597.0
2023-04-26,NUE,96558.0
2023-04-26,EQT,450512.0
2023-04-27,GPC,-87417.0
2023-04-27,HSY,54578.0
2023-04-27,CMG,7108.0
2023-04-27,NKE,-115356.0
